0,1
c1cnoc1,0.555705993
c1ncon1,0.762324459
c1nnco1,1.303674316
O=C1CC=CN1,0.58930105
O=C1CN=CN1,0.772163257
O=C1CN=CO1,1.086901318
N=C1C=CCO1,1.084137565
O=C1C=CCC1,0.165240567
O=C1C=CCN1,0.491979999
O=C1COCO1,0.677515753
c1ccnnc1,1.116046495
c1cnnnc1,1.371726324
Cc1ccno1,0.501812484
Cc1ccon1,0.500448023
Cc1cnccn1,0.691367089
Cc1cncnc1,0.951222317
Cc1ccccn1,0.948607165
Cc1ncccn1,0.988925914
Cc1ccncn1,0.926877938
Cc1ncncn1,1.135634485
Nc1cccnc1,0.401239779
Nc1cnccn1,0.363383553
Nc1cncnc1,0.394119889
Nc1ccccn1,0.325019127
Nc1ncccn1,0.436581345
Nc1ccncn1,0.423463437
Nc1ncncn1,1.117141455
Oc1ccncc1,0.975769666
Oc1cccnc1,0.599255225
Oc1cnccn1,0.742288433
Oc1cncnc1,1.12173346
Oc1ccccn1,0.368885589
Oc1ncccn1,1.068413567
Oc1ccncn1,1.045313675
Oc1ncncn1,1.021885939
Cc1ccoc1C,0.406857518
Cc1ncoc1C,0.484638336
Cc1occc1O,0.519106661
Cc1ocnc1O,0.569758803
Nc1occc1O,1.794353501
Nc1ocnc1O,1.887577387
Nc1ccoc1O,1.587136738
Oc1cc[nH]c1O,0.828996032
Oc1nc[nH]c1O,0.654111745
Cc1cocc1C,0.304735804
Oc1c[nH]cc1O,0.682287299
Cn1cc[nH]c1=O,0.45952763
Cn1ccoc1=O,0.519399266
C#Cc1ccc[nH]1,0.278147954
C#Cc1ccco1,0.274472103
C#Cc1cnc[nH]1,0.338433584
C#Cc1cnco1,0.334188525
C#Cc1ncc[nH]1,0.375207151
C#Cc1ncco1,0.386051927
N#Cc1ccc[nH]1,0.266349745
N#Cc1ccco1,0.26744163
N#Cc1cnc[nH]1,0.361322208
N#Cc1cnco1,0.37019941
N#Cc1ncc[nH]1,0.368505555
N#Cc1ncco1,0.398614668
C#Cc1cc[nH]c1,0.315272031
C#Cc1c[nH]cn1,0.347302296
C#Cc1ccoc1,0.301776782
C#Cc1cocn1,0.376993797
N#Cc1cc[nH]c1,0.303753282
N#Cc1c[nH]cn1,0.38008044
N#Cc1ccoc1,0.295402213
N#Cc1cocn1,0.415084912
O=Cc1ccc[nH]1,0.331239816
O=Cc1ccco1,0.356525165
O=Cc1cnc[nH]1,0.442819232
O=Cc1cnco1,0.55824781
